Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
1341	1	-552.0411	-562.2841	10.24304	12.39007	2.803869
1342	0	-549.6403	-558.1944	8.554119	15.57665	2.900221
1343	1	-541.1305	-554.7815	13.65096	16.6993	2.557455
1344	0	-556.3567	-565.7342	9.377469	14.08825	2.877032
1345	1	-560.5782	-570.9052	10.32706	12.50706	2.799861
1346	0	-554.7405	-560.6237	5.883238	9.528166	3.033527
1347	1	-546.7614	-556.6696	9.908294	19.72314	2.67042
1348	0	-542.019	-556.6552	14.63625	12.82199	2.469622
1349	1	-555.3977	-565.2044	9.806722	11.90547	2.825389
1350	0	-546.9926	-555.9499	8.957263	16.05008	2.86014
1351	1	-554.6578	-563.0552	8.39746	10.49389	2.873554
1352	0	-554.1267	-560.1406	6.013941	10.72591	3.112884
1353	1	-541.7961	-557.2568	15.46066	12.37645	2.381955
1354	0	-554.7079	-558.2287	3.52078	11.14831	3.35305
1355	1	-557.7461	-560.8941	3.147992	10.69626	3.379396
1356	0	-543.0303	-554.0469	11.01654	14.2307	2.760038
1357	1	-557.9196	-564.1353	6.215748	13.96379	3.104827
1358	0	-564.5822	-572.4283	7.846107	12.93843	2.999048
1359	1	-541.255	-558.3694	17.11446	15.82099	2.351601
1360	0	-548.167	-557.9075	9.740506	14.97627	2.83768
1361	1	-545.9503	-559.5396	13.58935	18.10553	2.529776
1362	0	-559.4645	-568.1828	8.718301	12.82533	2.931186
1363	1	-548.4127	-562.8866	14.47397	15.99191	2.516993
1364	0	-554.6506	-561.1605	6.509938	11.61255	3.097647
1365	1	-550.3267	-559.0544	8.727685	15.9677	2.877092
1366	0	-552.7011	-561.3802	8.679081	11.09877	2.887694
1367	1	-544.8688	-555.6878	10.81906	17.5341	2.701744
1368	0	-548.6721	-558.8775	10.20539	21.82423	2.570634
1369	1	-555.6813	-563.5785	7.897232	15.72961	2.937306
1370	0	-556.2774	-564.9206	8.643157	12.64034	2.935829
1371	1	-546.4849	-554.1761	7.691197	16.44428	2.92427
1372	0	-560.2134	-562.854	2.640592	15.02484	3.309241
1373	1	-550.8178	-563.5066	12.68881	15.8047	2.63158
1374	0	-560.6116	-563.0523	2.440716	11.31672	3.449936
1375	1	-544.8949	-565.6381	20.74319	22.31326	2.078364
1376	0	-556.8295	-560.6921	3.862591	15.71299	3.194637
1377	1	-552.1201	-558.8188	6.698696	12.38223	3.08992
1378	0	-561.2668	-569.1862	7.919398	11.78558	2.981094
1379	1	-547.5754	-557.7682	10.19272	11.17304	2.756171
1380	0	-554.2481	-560.6913	6.44319	13.70207	3.094737
1381	1	-563.9709	-565.7015	1.730665	8.023683	3.279215
1382	0	-559.0898	-566.8604	7.770645	13.05115	3.00445
1383	1	-558.3816	-562.6149	4.233277	11.78218	3.293863
1384	0	-541.395	-555.6753	14.28024	19.13228	2.465375
1385	1	-555.9224	-561.4003	5.477865	9.67692	3.091348
1386	0	-552.8682	-567.4628	14.59463	19.05988	2.450849
1387	1	-548.62	-557.7798	9.159806	18.61204	2.754261
1388	0	-544.2684	-563.7797	19.51127	15.19862	2.190125
1389	1	-566.0282	-572.6075	6.579328	11.36352	3.085592
1390	0	-540.7686	-560.9611	20.19247	15.81528	2.156964
1391	1	-553.0009	-558.7195	5.718564	13.12639	3.16037
1392	0	-545.9273	-561.3951	15.4678	13.70869	2.436277
1393	1	-549.763	-559.0566	9.293647	11.65395	2.859588
1394	0	-562.361	-571.1654	8.804381	19.49493	2.73617
1395	1	-548.7257	-560.5723	11.84658	14.00578	2.701672
1396	0	-553.7511	-567.1737	13.42261	15.41738	2.589137
1397	1	-556.9317	-566.6029	9.671167	12.3264	2.848643
1398	0	-560.586	-567.9343	7.348355	11.07945	3.006739
1399	1	-555.536	-565.0786	9.542587	16.82225	2.799402
1400	0	-562.0293	-568.1859	6.156567	14.21443	3.10203
1401	1	-557.2722	-565.4946	8.222326	11.93899	2.959258
1402	0	-556.1661	-558.5475	2.381447	11.02838	3.454788
1403	1	-548.4973	-556.64	8.142672	12.22101	2.971197
1404	0	-565.7086	-569.2439	3.535233	12.09081	3.350095
1405	1	-547.747	-555.2354	7.488392	10.98682	2.989698
1406	0	-553.8581	-563.7739	9.915759	12.6052	2.834558
1407	1	-549.9644	-554.9411	4.97674	12.60458	3.22639
1408	0	-547.777	-556.7253	8.948307	16.61486	2.841998
1409	1	-551.852	-561.9196	10.06764	13.88515	2.829457
1410	0	-557.8666	-561.9706	4.104003	14.76353	3.223506
1411	1	-543.3406	-557.9224	14.58183	14.16209	2.508637
1412	0	-563.5363	-567.5799	4.043546	10.39814	3.284435
1413	1	-548.3868	-562.1907	13.80392	16.18015	2.556449
1414	0	-563.3957	-568.9042	5.508489	12.36679	3.186133
1415	1	-543.3715	-558.5669	15.1954	15.39043	2.474172
1416	0	-554.7275	-561.6654	6.937932	12.18502	3.069511
1417	1	-563.3042	-570.8451	7.54088	14.22879	3.004318
1418	0	-552.9148	-562.3035	9.388715	10.59963	2.788157
1419	1	-557.9495	-572.5316	14.58204	18.36885	2.468831
1420	0	-543.0314	-561.0528	18.02139	15.83126	2.29434
1421	1	-551.7961	-569.1241	17.328	17.51557	2.33073
1422	0	-551.0985	-557.7564	6.657944	12.07381	3.09168
1423	1	-548.2261	-557.7687	9.542568	13.52654	2.869278
1424	0	-557.7271	-564.505	6.777965	14.04699	3.062567
1425	1	-553.4995	-561.4881	7.988585	12.97502	2.987969
1426	0	-558.4467	-564.6063	6.159663	13.32622	3.123365
1427	1	-553.8652	-564.1373	10.27211	13.82346	2.814978
1428	0	-548.5418	-554.4862	5.944398	11.81157	3.148949
1429	1	-549.5997	-561.0722	11.47245	15.61641	2.712145
1430	0	-553.3	-558.1477	4.847647	11.67615	3.24123
1431	1	-551.4981	-567.418	15.91989	20.8358	2.336604
1432	0	-543.2993	-556.4378	13.13842	16.91692	2.58366
1433	1	-547.9414	-558.7439	10.80245	15.83977	2.750139
1434	0	-560.0587	-562.4096	2.350984	8.14899	3.22756
1435	1	-552.6125	-563.4271	10.81466	13.81855	2.775733
1436	0	-553.5979	-565.7274	12.12948	13.28065	2.674681
1437	1	-565.4474	-572	6.55268	14.61526	3.062379
1438	0	-551.793	-567.9951	16.20208	16.94014	2.402312
1439	1	-548.6116	-559.5627	10.95116	14.94961	2.757229
1440	0	-555.5802	-563.2606	7.68035	12.41972	3.010929
1441	1	-552.7407	-558.5187	5.778054	13.55825	3.146836
1442	0	-551.9072	-561.386	9.478715	12.05037	2.85739
1443	1	-551.4618	-562.1963	10.73451	19.19294	2.648454
1444	0	-555.4861	-562.1334	6.647269	11.24779	3.076044
1445	1	-554.6033	-573.1103	18.50705	16.85436	2.266449
1446	0	-562.5025	-565.2176	2.715077	13.14494	3.388523
1447	1	-563.1083	-571.452	8.343774	13.84284	2.954208
1448	0	-555.8791	-563.2999	7.42082	12.25475	3.030594
1449	1	-554.2824	-557.4545	3.172051	13.40212	3.344839
1450	0	-557.5847	-562.7021	5.117399	9.754133	3.135655
1451	1	-542.4455	-554.7431	12.29754	15.14958	2.665283
1452	0	-551.3491	-556.0694	4.720301	10.82572	3.236917
1453	1	-577.2957	-577.3292	0.03346314	13.81277	3.55626
1454	0	-555.9485	-562.2642	6.315713	15.29818	3.054626
1455	1	-560.2239	-562.1631	1.939256	9.272353	3.427747
1456	0	-559.2834	-567.4754	8.191986	14.57271	2.95121
1457	1	-559.0143	-563.1867	4.172391	10.39853	3.272061
1458	0	-539.2172	-556.7481	17.53095	17.12221	2.322628
1459	1	-549.9894	-552.4412	2.451771	10.35578	3.436235
1460	0	-558.6927	-561.5164	2.823627	14.65937	3.315371
1461	1	-555.3974	-562.878	7.480622	11.70233	3.016382
1462	0	-546.6634	-558.0194	11.35599	12.03994	2.701169
1463	1	-553.0012	-565.3112	12.30994	15.14828	2.664478
1464	0	-551.5372	-564.6567	13.11947	16.91783	2.584761
1465	1	-544.334	-557.8971	13.56314	13.37167	2.56884
1466	0	-566.4636	-566.5654	0.101743	10.8154	3.663616
1467	1	-552.8219	-564.9338	12.11194	16.02801	2.66401
1468	0	-542.1885	-552.939	10.75043	15.67445	2.757128
1469	1	-554.0686	-565.0869	11.01829	14.22122	2.759966
1470	0	-561.6747	-567.6253	5.950552	15.60193	3.066334
1471	1	-552.1349	-557.3714	5.236466	17.0638	3.043553
1472	0	-558.5018	-567.7419	9.240143	12.50011	2.886659
1473	1	-556.9185	-568.206	11.28749	14.37827	2.740231
1474	0	-557.1495	-561.7539	4.604377	13.97306	3.219901
1475	1	-559.1607	-563.5417	4.381015	14.08435	3.23183
1476	0	-554.1359	-560.2174	6.081495	15.50597	3.06179
1477	1	-567.7689	-573.4626	5.693642	15.09034	3.10351
1478	0	-562.1407	-572.858	10.71725	15.57302	2.761427
1479	1	-554.1324	-566.394	12.26156	15.36101	2.66518
1480	0	-548.3666	-559.1501	10.78345	11.16565	2.702791
1481	1	-557.0253	-568.3255	11.3002	19.84776	2.595279
1482	0	-545.6988	-560.6719	14.97303	20.80404	2.382983
1483	1	-559.4961	-567.2185	7.722408	13.06029	3.008099
1484	0	-541.8112	-554.207	12.39581	16.86065	2.628892
1485	1	-553.575	-563.1557	9.580684	12.13155	2.851217
1486	0	-552.6975	-562.8045	10.10692	13.31766	2.82713
1487	1	-550.2376	-556.73	6.492443	11.79083	3.102248
1488	0	-562.3086	-564.1165	1.807884	9.791426	3.47693
1489	1	-551.3828	-558.1666	6.783853	10.61593	3.034875
1490	0	-556.0782	-557.5701	1.491895	11.4654	3.532035
1491	1	-542.2087	-552.7968	10.58816	14.29163	2.789649
1492	0	-560.413	-570.6088	10.19579	13.39326	2.820737
1493	1	-555.569	-560.8636	5.294592	13.10367	3.193132
1494	0	-549.9346	-568.6353	18.70065	14.05024	2.213913
1495	1	-557.3937	-562.8865	5.492814	12.25726	3.187912
1496	0	-552.3613	-561.0625	8.701222	11.30996	2.896412
1497	1	-562.1305	-565.1066	2.976154	10.98937	3.400424
1498	0	-553.0071	-560.8488	7.841709	13.76868	2.991666
1499	1	-549.6286	-557.0075	7.378954	11.56859	3.021617
1500	0	-553.3714	-561.7875	8.416122	14.21422	2.943072
1501	1	-550.754	-561.8049	11.05089	13.98333	2.75853
1502	0	-556.7744	-561.6589	4.884488	14.29849	3.188491
1503	1	-551.1421	-561.0166	9.874551	15.71555	2.81196
1504	0	-545.6004	-559.3199	13.71948	13.66615	2.56309
1505	1	-548.1774	-556.4292	8.251828	10.10596	2.853128
1506	0	-546.0928	-556.3916	10.29879	11.26253	2.752305
1507	1	-540.2813	-551.2124	10.93103	15.30202	2.752867
1508	0	-553.8662	-562.9326	9.066407	14.52193	2.89216
1509	1	-555.7963	-570.1228	14.32653	16.15831	2.524404
1510	0	-546.2735	-561.0338	14.76036	12.86497	2.461721
1511	1	-546.5576	-561.4307	14.87305	15.23521	2.495297
1512	0	-556.0977	-563.1405	7.042872	9.090947	2.849633
1513	1	-550.9315	-557.7878	6.856271	13.95903	3.059066
1514	0	-552.3013	-564.2512	11.94989	13.48817	2.690898
1515	1	-561.256	-565.1379	3.881915	16.25864	3.165605
1516	0	-562.6513	-564.2143	1.56297	12.62325	3.496565
1517	1	-551.5644	-556.426	4.86158	10.7583	3.221515
1518	0	-553.364	-557.3992	4.035224	9.53546	3.228149
1519	1	-548.1248	-555.4646	7.339842	12.45713	3.03852
1520	0	-564.043	-570.1329	6.089906	11.65189	3.134462
1521	1	-548.3057	-559.0947	10.78893	15.24111	2.763262
1522	0	-559.7447	-564.3228	4.578128	9.537808	3.171442
1523	1	-546.5687	-565.2546	18.68593	15.95681	2.253364
1524	0	-561.4445	-562.9599	1.51539	13.07631	3.482689
1525	1	-554.4682	-562.8484	8.380144	15.69572	2.907678
1526	0	-547.033	-559.0336	12.00055	14.10531	2.690864
1527	1	-561.2863	-565.7261	4.439743	10.65296	3.257076
1528	0	-548.4532	-558.654	10.20087	12.09002	2.798771
1529	1	-546.9345	-557.604	10.66953	10.1261	2.616357
1530	0	-552.2443	-562.9792	10.73486	15.33027	2.765155
1531	1	-552.4241	-565.5959	13.17183	18.82932	2.532371
1532	0	-551.1594	-558.8947	7.735304	11.99694	3.001141
1533	1	-548.7256	-561.1091	12.38358	15.8923	2.649438
1534	0	-555.3743	-563.7762	8.401876	17.63144	2.835693
1535	1	-553.1205	-565.9233	12.80283	16.58328	2.610653
1536	0	-548.557	-563.207	14.65004	14.0488	2.502185
1537	1	-552.0841	-554.205	2.120837	9.116746	3.393637
1538	0	-546.008	-561.4328	15.42488	13.63264	2.437402
1539	1	-556.3913	-563.3567	6.965442	14.8418	3.027263
1540	0	-545.2356	-563.001	17.76537	17.97615	2.300758
1541	1	-549.0666	-564.1143	15.04769	13.47746	2.460928
1542	0	-554.1174	-563.5325	9.415178	10.84965	2.804959
1543	1	-551.5555	-562.5838	11.02829	16.60062	2.717194
1544	0	-553.805	-564.3532	10.54824	12.97662	2.790715
1545	1	-541.8442	-560.5871	18.7429	17.13897	2.251789
1546	0	-550.5797	-560.1558	9.576099	16.3843	2.81152
1547	1	-548.454	-559.1642	10.71022	16.95969	2.725919
1548	0	-555.0072	-567.8145	12.80725	11.22096	2.526179
1549	1	-543.8138	-558.3503	14.53659	16.90658	2.50118
1550	0	-550.5342	-561.0902	10.55596	14.37798	2.791111
1551	1	-548.7983	-561.1436	12.34532	14.80441	2.665031
1552	0	-561.0323	-566.8321	5.799726	10.23022	3.104713
1553	1	-549.1671	-553.9315	4.76438	10.25447	3.20733
1554	0	-557.2361	-559.1477	1.911571	13.12335	3.450518
1555	1	-550.2586	-558.0832	7.824596	13.66923	2.994395
1556	0	-549.7252	-557.9872	8.261987	10.02284	2.84365
1557	1	-553.011	-560.2658	7.254816	16.61362	2.943975
1558	0	-544.981	-556.3308	11.34978	13.3363	2.734005
1559	1	-551.0853	-557.1032	6.017878	11.97053	3.144126
1560	0	-558.8176	-561.1557	2.338079	14.79784	3.341337
1561	1	-557.4537	-560.9535	3.499779	16.72035	3.164187
1562	0	-547.8346	-557.6973	9.862698	17.85008	2.744979
1563	1	-571.1633	-569.143	-2.020291	11.23482	3.847106
1564	0	-550.4778	-557.1901	6.712341	16.52624	2.98034
1565	1	-566.4873	-571.9707	5.483405	15.88364	3.084005
1566	0	-551.302	-561.2933	9.991226	14.82016	2.823772
1567	1	-553.2435	-560.6698	7.426372	10.74843	2.982535
1568	0	-559.5319	-563.8607	4.328761	20.21264	2.926675
1569	1	-550.1268	-558.1745	8.047705	14.85198	2.954074
1570	0	-547.5687	-562.8463	15.27763	15.19251	2.468667
1571	1	-567.0002	-569.2222	2.222053	12.16334	3.457048
1572	0	-554.8378	-565.8287	10.99086	18.07348	2.674371
1573	1	-561.5659	-568.0621	6.496247	10.50915	3.055671
1574	0	-554.4079	-559.1973	4.789475	12.76134	3.238686
1575	1	-551.4017	-564.3998	12.99812	14.64295	2.621336
1576	0	-548.6419	-564.0501	15.40813	17.82711	2.434745
1577	1	-560.2684	-567.9107	7.642303	11.22571	2.986672
1578	0	-546.9826	-556.4147	9.432091	11.38176	2.835461
1579	1	-551.4008	-562.3994	10.99862	11.54953	2.707677
1580	0	-557.0417	-565.8389	8.797251	10.75127	2.855193
1581	1	-564.909	-568.3362	3.427184	13.54105	3.320854
1582	0	-571.3166	-573.4869	2.170226	13.92885	3.396184
1583	1	-554.83	-564.0417	9.211686	13.01957	2.893911
1584	0	-544.6142	-557.233	12.61877	14.55623	2.647475
1585	1	-556.1244	-564.1537	8.029315	10.03153	2.86775
1586	0	-561.568	-567.1826	5.614537	11.71376	3.175968
1587	1	-557.6663	-565.4312	7.764906	11.55316	2.987777
1588	0	-561.285	-566.7068	5.421836	20.85617	2.839402
1589	1	-549.5583	-556.3962	6.837948	12.03124	3.076329
1590	0	-550.1493	-560.5571	10.40778	14.54733	2.799479
1591	1	-548.048	-558.6889	10.64095	12.63904	2.777753
1592	0	-548.9348	-558.9596	10.02485	12.23004	2.817434
1593	1	-543.3443	-555.6888	12.34445	17.3584	2.619451
1594	0	-545.2672	-555.6206	10.35339	14.49014	2.803925
1595	1	-545.4456	-557.1952	11.74964	19.06155	2.600058
1596	0	-549.2119	-559.8979	10.68599	13.12162	2.781888
1597	1	-544.2287	-555.4298	11.20108	13.68083	2.747425
1598	0	-553.8076	-563.1265	9.318874	11.92786	2.867068
1599	1	-552.0585	-560.9898	8.931324	14.17029	2.907502
1600	0	-558.0074	-561.0733	3.065909	9.341834	3.312927
1601	1	-554.6144	-565.4217	10.80727	18.03647	2.685789
1602	0	-550.4468	-559.0394	8.592538	12.87147	2.941171
1603	1	-562.3292	-577.2717	14.9425	14.9199	2.490133
1604	0	-549.9936	-557.4002	7.40662	10.13504	2.939386
1605	1	-561.3507	-567.2768	5.926051	11.81904	3.150578
1606	0	-553.9224	-558.231	4.308577	9.650406	3.209899
1607	1	-562.7339	-565.5584	2.824473	14.18845	3.337636
1608	0	-548.7298	-554.3781	5.648311	12.53917	3.173694
1609	1	-554.2928	-562.3744	8.081548	12.82429	2.980832
1610	0	-561.2376	-564.851	3.613406	9.637065	3.280869
1611	1	-544.7149	-554.096	9.381127	14.22756	2.875002
1612	0	-557.2714	-561.6695	4.398127	9.747228	3.208831
1613	1	-556.9872	-564.2475	7.260318	12.91084	3.044477
1614	0	-554.5618	-559.9268	5.36505	10.81151	3.176818
1615	1	-555.3842	-562.3986	7.014338	11.85025	3.059041
1616	0	-565.3109	-568.299	2.988137	10.47662	3.388499
1617	1	-556.0367	-559.8172	3.780471	13.82636	3.284479
1618	0	-553.9914	-563.6392	9.647742	14.5695	2.851366
1619	1	-555.2896	-560.7438	5.454145	12.01148	3.191315
1620	0	-550.7979	-562.814	12.01609	14.87964	2.686639
1621	1	-556.348	-561.8102	5.46223	13.14518	3.179529
1622	0	-550.4208	-566.3993	15.97854	19.78018	2.361243
1623	1	-552.2803	-559.8345	7.554195	12.25466	3.019709
1624	0	-556.4973	-564.0317	7.534403	13.38603	3.019532
1625	1	-549.8177	-558.4137	8.595991	12.84188	2.940792
1626	0	-546.6021	-557.5114	10.90938	17.05	2.711511
1627	1	-559.2876	-564.3405	5.052831	11.1714	3.21616
1628	0	-555.0574	-559.2868	4.229381	17.20343	3.09519
1629	1	-545.2263	-558.7105	13.48428	12.46792	2.545744
1630	0	-558.8671	-560.6442	1.777198	11.40143	3.507831
1631	1	-569.7591	-575.5684	5.809329	14.36555	3.121649
1632	0	-554.7029	-562.6091	7.906226	13.46882	2.990905
1633	1	-545.4344	-560.4156	14.98117	14.78711	2.486887
1634	0	-548.3012	-555.7392	7.438022	12.94794	3.030542
1635	1	-552.6144	-561.6191	9.004737	15.23761	2.880416
1636	0	-552.1245	-561.6349	9.510331	13.20535	2.871759
1637	1	-563.1132	-567.4184	4.30526	14.45003	3.222953
1638	0	-552.0054	-561.9295	9.924089	12.9266	2.838322
1639	1	-546.0942	-558.8707	12.77646	13.68818	2.632361
1640	0	-547.4449	-558.0254	10.58048	16.96694	2.733348
1641	1	-553.4474	-558.2289	4.78157	12.66243	3.240977
1642	0	-545.0845	-556.3705	11.28601	15.50814	2.726105
1643	1	-565.2969	-562.9931	-2.303764	15.55504	3.598899
1644	0	-546.2556	-556.0671	9.811428	14.88505	2.834703
1645	1	-557.639	-570.7553	13.11626	20.34475	2.487571
1646	0	-552.0945	-562.6551	10.56057	12.11078	2.769739
1647	1	-550.318	-561.8413	11.52328	19.32605	2.602684
1648	0	-559.1405	-562.8912	3.750687	9.744327	3.275037
1649	1	-553.3551	-563.7214	10.36622	15.7225	2.78051
1650	0	-560.4063	-566.8891	6.482821	14.35492	3.075077
1651	1	-555.2006	-569.717	14.51641	11.80655	2.422858
1652	0	-561.021	-566.2318	5.210813	13.59674	3.187628
1653	1	-557.6967	-572.2645	14.56782	14.48004	2.512995
1654	0	-566.7208	-569.9151	3.194357	9.197399	3.284667
1655	1	-559.3962	-569.6894	10.29319	13.85407	2.81334
1656	0	-554.031	-557.3644	3.333452	8.103045	3.097139
1657	1	-558.1253	-570.4011	12.27583	10.93432	2.549217
1658	0	-550.9694	-563.7356	12.7662	17.23939	2.598089
1659	1	-551.5349	-560.9963	9.461427	14.33632	2.867851
1660	0	-550.5397	-564.5124	13.97271	16.69684	2.538229
1661	1	-554.4891	-560.2839	5.794881	12.10331	3.163232
1662	0	-545.1802	-558.456	13.27579	12.89151	2.577954
1663	1	-549.0603	-558.0261	8.965889	10.95664	2.853342
1664	0	-550.161	-561.3919	11.2309	14.30836	2.744585
1665	1	-546.8445	-557.6724	10.82796	13.23071	2.772229
1666	0	-550.5453	-557.5332	6.987872	11.71931	3.058841
1667	1	-550.52	-562.8691	12.34913	12.60654	2.641557
1668	0	-554.527	-563.7064	9.179327	11.99457	2.880708
1669	1	-555.7451	-565.3446	9.59951	17.17003	2.784197
1670	0	-558.8482	-562.7453	3.897027	15.86357	3.184894
1671	1	-557.4478	-559.0526	1.604763	8.761614	3.412269
1672	0	-542.3066	-553.656	11.34944	18.0358	2.655751
1673	1	-555.9731	-566.2883	10.31524	15.01086	2.798694
1674	0	-555.6626	-562.8367	7.174096	13.42481	3.045906
1675	1	-547.455	-559.7651	12.31004	12.9677	2.654736
1676	0	-557.766	-568.9698	11.20383	16.58667	2.706986
1677	1	-547.2145	-555.3424	8.127883	11.35298	2.948891
1678	0	-553.586	-561.0907	7.504699	10.59791	2.965786
1679	1	-545.1565	-553.933	8.776496	17.25905	2.828776
1680	0	-558.5099	-566.8526	8.342732	19.0989	2.777167
1681	1	-548.7188	-557.1526	8.43377	12.94593	2.953636
1682	0	-560.4854	-567.6957	7.21025	15.16419	3.000609
1683	1	-547.4502	-563.2188	15.76857	13.40988	2.405212
1684	0	-548.545	-558.5173	9.972298	14.26343	2.83306
1685	1	-550.8159	-561.6546	10.83871	11.40994	2.713569
1686	0	-558.1974	-567.9322	9.734803	13.66735	2.854658
1687	1	-546.0835	-556.9472	10.86374	15.77185	2.747786
1688	0	-558.4014	-563.0993	4.697902	11.54178	3.25315
1689	1	-551.2524	-562.4237	11.17131	13.53373	2.748911
1690	0	-556.0904	-563.7395	7.649129	13.05886	3.013718
1691	1	-542.2874	-554.3836	12.09623	10.76858	2.550055
1692	0	-547.5982	-557.5892	9.991063	14.70213	2.825759
1693	1	-554.9965	-566.3517	11.3552	12.5884	2.719918
1694	0	-565.3146	-576.148	10.83339	15.23632	2.76043
1695	1	-557.2301	-566.4759	9.245793	14.86333	2.873165
1696	0	-554.9099	-561.4151	6.505151	12.12048	3.104662
1697	1	-548.1423	-555.7766	7.63431	11.70877	3.003414
1698	0	-557.8149	-568.1231	10.30816	13.66505	2.81271
1699	1	-551.7018	-556.316	4.614198	15.94844	3.135629
1700	0	-546.838	-557.719	10.88094	15.41716	2.753999
1701	1	-549.6978	-552.3718	2.674024	7.760752	3.099514
1702	0	-557.8903	-564.0797	6.189412	11.40053	3.120821
1703	1	-567.0435	-570.9991	3.955574	11.09433	3.31321
1704	0	-553.2699	-565.3087	12.0388	11.54064	2.617049
1705	1	-558.5928	-560.2561	1.663299	10.99645	3.519896
1706	0	-557.8389	-565.0199	7.181042	14.53606	3.0216
1707	1	-561.164	-562.457	1.292945	14.82617	3.410352
1708	0	-554.934	-563.954	9.020013	18.44457	2.768572
1709	1	-558.2054	-563.5182	5.312787	11.363	3.197039
1710	0	-551.8597	-568.6143	16.75464	17.58233	2.362602
1711	1	-554.3626	-562.0274	7.664787	13.88595	3.002494
1712	0	-543.939	-553.4504	9.511357	13.69697	2.870846
1713	1	-569.5435	-569.5056	-0.03788629	15.91685	3.429416
1714	0	-554.1998	-565.6898	11.49002	14.55032	2.725062
1715	1	-563.5412	-565.3057	1.764553	14.15346	3.414116
1716	0	-558.5098	-566.5342	8.024462	11.89503	2.974853
1717	1	-547.6928	-554.3146	6.621781	14.28027	3.067497
1718	0	-558.8682	-561.3631	2.49494	12.03881	3.437162
1719	1	-555.4636	-564.9554	9.491826	10.89315	2.800983
1720	0	-543.3522	-557.6796	14.3274	12.44492	2.476987
1721	1	-541.2667	-555.3371	14.07034	13.1242	2.524046
1722	0	-554.0872	-565.0858	10.99851	11.82595	2.72172
1723	1	-549.3816	-555.4687	6.087061	11.03684	3.119085
1724	0	-549.7468	-558.5957	8.848842	15.42042	2.885716
1725	1	-551.4446	-559.7522	8.307571	13.63184	2.959489
1726	0	-552.6065	-561.2738	8.667335	14.23795	2.924993
1727	1	-555.3108	-563.1473	7.836511	12.10575	2.994587
1728	0	-559.4653	-566.3212	6.855914	11.54996	3.066378
1729	1	-566.7498	-573.5129	6.763144	12.42614	3.084788
1730	0	-543.5891	-556.7603	13.17125	11.01112	2.474784
1731	1	-560.9683	-564.0658	3.097554	13.40138	3.350425
1732	0	-546.6088	-558.7374	12.12865	12.57745	2.658128
1733	1	-560.6463	-564.2866	3.640282	10.65296	3.332122
1734	0	-555.467	-558.6733	3.20631	15.62058	3.241251
1735	1	-560.2893	-572.2879	11.99858	15.75682	2.676095
1736	0	-561.4069	-564.284	2.87712	10.33065	3.394264
1737	1	-560.615	-567.0048	6.389804	16.91599	2.982628
1738	0	-565.6787	-574.5749	8.896298	11.05521	2.865628
1739	1	-551.6337	-564.966	13.33232	13.21656	2.582604
1740	0	-556.3904	-564.5798	8.18937	14.85075	2.944567
1741	1	-560.6116	-567.0199	6.408253	12.98923	3.109601
1742	0	-560.269	-567.2706	7.001551	13.4878	3.057769
1743	1	-553.9554	-562.4905	8.535096	14.00434	2.93813
1744	0	-556.6003	-571.7301	15.12979	15.20012	2.478408
1745	1	-552.9669	-560.2726	7.305705	15.10696	2.996153
1746	0	-547.9869	-565.9981	18.01115	14.66031	2.279363
1747	1	-559.8202	-565.5805	5.760243	12.67807	3.163529
1748	0	-545.9814	-564.0344	18.05303	17.21651	2.291566
1749	1	-558.0315	-564.4297	6.398122	11.38343	3.102069
1750	0	-549.9871	-562.1058	12.11862	14.36077	2.682462
1751	1	-547.3182	-554.0645	6.746354	11.35158	3.070537
1752	0	-547.2734	-553.6525	6.379125	10.1468	3.041697
1753	1	-559.6008	-564.5889	4.988096	14.89875	3.158185
1754	0	-554.1275	-561.8874	7.759891	13.41254	3.002405
1755	1	-550.9491	-565.0127	14.06365	11.95202	2.470824
1756	0	-548.1769	-561.7488	13.57187	13.37563	2.568275
1757	1	-556.4712	-562.3134	5.84222	11.06256	3.142127
1758	0	-552.7579	-561.4009	8.643001	11.75971	2.918898
1759	1	-549.6477	-558.842	9.194293	10.70022	2.814426
1760	0	-553.1122	-558.159	5.046863	16.35061	3.089571
1761	1	-556.3178	-565.2248	8.907068	14.42506	2.904948
1762	0	-552.2755	-558.032	5.756436	14.0041	3.136552
1763	1	-547.2004	-555.4248	8.224333	11.73826	2.953887
1764	0	-555.1626	-559.8466	4.684067	10.86975	3.241638
1765	1	-558.729	-567.3314	8.602455	14.97475	2.913709
1766	0	-554.0594	-563.5471	9.487691	13.92825	2.870844
1767	1	-561.1307	-567.258	6.127333	12.47723	3.135778
1768	0	-555.6552	-560.713	5.0578	13.22011	3.208594
1769	1	-561.0521	-564.6756	3.623493	12.93293	3.325561
1770	0	-561.7187	-567.6587	5.939977	16.07123	3.047216
1771	1	-550.6689	-558.7977	8.128788	12.30374	2.973485
1772	0	-545.5427	-560.7987	15.25599	14.06218	2.459299
1773	1	-566.3188	-571.3526	5.033745	15.34461	3.136421
1774	0	-568.2913	-572.8103	4.519096	12.18171	3.268047
1775	1	-552.7976	-567.5906	14.79298	15.52645	2.499899
1776	0	-554.8841	-565.4075	10.52346	14.25376	2.794499
1777	1	-551.5254	-560.7486	9.223192	16.29295	2.835996
1778	0	-565.9187	-571.5278	5.609126	14.00035	3.147183
1779	1	-546.56	-559.7256	13.1656	15.83772	2.600975
