Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
736	0	-455.7517	-454.68	-1.071663	10125.76	15.23158	0.987396	0.996745	1.0032	1.01266	2.786258
737	1	-477.4203	-466.1698	-11.25043	47303.72	9.79358	0.994162	0.998501	1.00149	1.00585	3.634839
738	0	-463.4874	-462.7938	-0.6935518	82251.13	15.63924	0.995571	0.998864	1.00113	1.00444	2.753482
739	1	-457.3827	-451.3298	-6.052986	57064	9.606153	0.994684	0.998636	1.00135	1.00533	3.086133
740	0	-456.2471	-451.6598	-4.587306	25273.98	15.70803	0.992016	0.997947	1.00203	1.00801	2.999887
741	1	-458.4481	-448.5118	-9.936266	32812.28	9.525802	0.992992	0.998199	1.00178	1.00703	3.485358
742	0	-454.7644	-451.6209	-3.143548	60064.43	13.23775	0.994818	0.998671	1.00132	1.00519	2.95802
743	1	-456.5006	-453.8579	-2.642736	79332.6	10.34149	0.995491	0.998844	1.00115	1.00452	2.815137
744	0	-455.3007	-454.8971	-0.4035787	16509.79	16.07743	0.990125	0.997456	1.00251	1.00991	2.725418
745	1	-457.9438	-458.2913	0.347465	20273.73	17.89836	0.991087	0.997706	1.00227	1.00894	2.631609
746	0	-449.2253	-446.7574	-2.46785	25129.48	12.20352	0.991993	0.997941	1.00204	1.00803	2.896984
747	1	-452.4399	-448.9895	-3.450476	71727.77	9.879799	0.995258	0.998784	1.00121	1.00475	2.848262
748	0	-462.5837	-456.9464	-5.637232	72443.13	9.800082	0.995281	0.99879	1.0012	1.00473	3.0623
749	1	-462.1514	-457.5571	-4.594315	67206.16	13.32945	0.995101	0.998743	1.00125	1.00491	3.066368
750	0	-459.3236	-457.4594	-1.864277	29496.24	13.48877	0.992609	0.9981	1.00188	1.00741	2.861509
751	1	-462.7533	-454.8037	-7.949629	57212.53	13.44561	0.994691	0.998638	1.00135	1.00532	3.314154
752	0	-449.0763	-453.2512	4.174963	98752.26	17.50587	0.995958	0.998964	1.00103	1.00405	2.424524
753	1	-455.2569	-457.4426	2.185744	61185.27	13.80605	0.994866	0.998683	1.00131	1.00514	2.566845
754	0	-468.4262	-465.3712	-3.055037	4502.832	16.88598	0.981121	0.995098	1.00477	1.01901	2.8615
755	1	-455.218	-453.4039	-1.814106	11214.69	12.80123	0.988023	0.996909	1.00304	1.01203	2.854461
756	0	-448.4499	-450.5245	2.074555	90612.75	16.49142	0.99578	0.998918	1.00108	1.00423	2.56492
757	1	-461.4147	-459.3337	-2.080921	83427.95	10.91859	0.995603	0.998873	1.00112	1.0044	2.808229
758	0	-453.4611	-457.1853	3.724227	13859.16	15.00404	0.989223	0.997222	1.00274	1.01082	2.470776
759	1	-448.022	-446.3187	-1.703352	78505.91	16.94558	0.995467	0.998838	1.00116	1.00454	2.779491
760	0	-455.962	-451.5484	-4.413681	95144.08	12.23468	0.995882	0.998944	1.00105	1.00412	3.056685
761	1	-457.5439	-459.2925	1.748658	64688.88	12.87296	0.995007	0.998719	1.00127	1.005	2.578474
762	0	-451.4937	-454.3421	2.848385	78933.87	17.98485	0.995479	0.998841	1.00115	1.00453	2.489925
763	1	-457.3028	-462.0303	4.727465	196.8702	17.76135	0.910917	0.975432	1.02167	1.09199	2.389111
764	0	-453.4235	-450.5253	-2.898275	89516.48	17.63312	0.995755	0.998912	1.00108	1.00425	2.823558
765	1	-451.8659	-451.1047	-0.7611803	79863.99	11.80869	0.995506	0.998848	1.00115	1.0045	2.741816
766	0	-474.7492	-469.3648	-5.38432	4930.515	10.82504	0.981956	0.995319	1.00457	1.01816	3.106798
767	1	-463.6858	-457.8188	-5.866938	78088.23	13.06274	0.995455	0.998835	1.00116	1.00455	3.167044
768	0	-468.2095	-462.7029	-5.506613	55542.2	14.04042	0.994612	0.998617	1.00137	1.0054	3.117687
769	1	-454.4431	-448.1673	-6.275716	54577.88	12.14529	0.994564	0.998605	1.00138	1.00545	3.209212
770	0	-467.7509	-460.1127	-7.638205	66274.24	12.70565	0.995067	0.998735	1.00126	1.00494	3.311641
771	1	-469.9206	-459.6215	-10.29911	22531.47	14.3259	0.991545	0.997824	1.00215	1.00848	3.443715
772	0	-461.0532	-453.9855	-7.067665	86300.95	11.515	0.995676	0.998892	1.0011	1.00433	3.27485
773	1	-465.5029	-461.2322	-4.270684	51877.66	12.59614	0.994425	0.998569	1.00142	1.00559	3.046649
774	0	-459.4736	-454.583	-4.890562	59756.34	12.7597	0.994805	0.998667	1.00132	1.0052	3.095068
775	1	-455.0203	-455.4991	0.4787797	8972.035	12.53894	0.986613	0.996541	1.0034	1.01345	2.6678
776	0	-462.618	-462.9248	0.306793	35915.78	14.69701	0.993301	0.998279	1.00171	1.00672	2.701418
777	1	-452.2538	-452.6242	0.3704204	41423.12	14.73439	0.993762	0.998398	1.00159	1.00625	2.696807
778	0	-466.1226	-460.8159	-5.306664	51763.58	11.51293	0.994419	0.998567	1.00142	1.00559	3.121876
779	1	-457.5415	-458.5218	0.9803409	90466.02	12.38488	0.995777	0.998917	1.00108	1.00423	2.62205
780	0	-453.7848	-448.2622	-5.522641	6703.423	13.80238	0.984518	0.995992	1.00392	1.01557	3.125273
781	1	-454.0883	-448.6702	-5.418119	95405.86	12.39691	0.995888	0.998946	1.00105	1.00412	3.138656
782	0	-465.0341	-462.4306	-2.603484	95258.29	16.81948	0.995885	0.998945	1.00105	1.00412	2.837138
783	1	-472.5399	-468.4692	-4.070761	53497.76	11.94291	0.99451	0.998591	1.0014	1.0055	3.024672
784	0	-466.1615	-465.6194	-0.5421433	35655.77	14.65539	0.993276	0.998273	1.00171	1.00674	2.759651
785	1	-464.6067	-454.0421	-10.56466	52508.89	14.97691	0.994458	0.998578	1.00141	1.00555	3.424721
786	0	-471.3256	-462.3126	-9.013083	51661.04	12.13126	0.994413	0.998566	1.00142	1.0056	3.434894
787	1	-460.7502	-452.766	-7.984195	55787.57	12.83492	0.994624	0.99862	1.00137	1.00539	3.335566
788	0	-463.1326	-458.188	-4.944571	27995.49	14.17689	0.992413	0.998049	1.00193	1.00761	3.07408
789	1	-456.5465	-453.6361	-2.910407	94892.61	12.66995	0.995877	0.998943	1.00105	1.00413	2.93928
790	0	-450.4271	-450.0483	-0.3787809	24675.7	15.72909	0.99192	0.997922	1.00206	1.0081	2.731532
791	1	-462.7362	-460.6654	-2.07083	66845.5	11.65339	0.995088	0.99874	1.00125	1.00492	2.846827
792	0	-467.233	-454.9405	-12.29245	50909.09	11.84636	0.994372	0.998555	1.00143	1.00564	3.716887
793	1	-454.4763	-453.2112	-1.265102	92918.2	14.33519	0.995833	0.998932	1.00106	1.00417	2.81301
794	0	-458.7241	-453.2763	-5.447837	63971.86	11.4993	0.994979	0.998712	1.00128	1.00503	3.133866
795	1	-461.6128	-454.0102	-7.602624	93907.13	12.75402	0.995855	0.998938	1.00106	1.00415	3.307748
796	0	-470.8773	-461.0433	-9.833937	67249.31	9.863571	0.995103	0.998744	1.00125	1.00491	3.493619
797	1	-457.5946	-453.8628	-3.73179	67638.73	11.93135	0.995117	0.998747	1.00124	1.00489	2.996058
798	0	-463.3757	-454.5119	-8.86381	14809.44	10.10865	0.989574	0.997313	1.00265	1.01046	3.407645
799	1	-456.7511	-454.0264	-2.724706	3496.48	11.55147	0.978586	0.994428	1.00541	1.02158	2.899137
800	0	-453.9508	-448.372	-5.578877	71999.03	12.74409	0.995267	0.998786	1.00121	1.00474	3.149177
801	1	-456.7997	-453.1247	-3.675074	28662.57	12.97221	0.992502	0.998072	1.00191	1.00752	2.999595
802	0	-457.3759	-450.6754	-6.70052	20481.21	11.97256	0.991132	0.997717	1.00225	1.0089	3.244826
803	1	-453.5126	-450.878	-2.63464	64092.61	16.35445	0.994984	0.998713	1.00128	1.00503	2.855113
804	0	-456.1617	-448.7164	-7.445258	68451.53	17.73838	0.995146	0.998755	1.00124	1.00486	3.075709
805	1	-463.6237	-454.0705	-9.553155	19145.58	15.51273	0.990829	0.997639	1.00233	1.0092	3.32722
806	0	-456.404	-451.761	-4.64298	47730.72	13.19916	0.994188	0.998508	1.00148	1.00582	3.071785
807	1	-466.0633	-456.5286	-9.534768	46732.5	7.570837	0.994126	0.998492	1.0015	1.00589	3.140023
808	0	-464.5389	-462.2514	-2.287505	54866.9	10.98477	0.994579	0.998609	1.00138	1.00543	2.831467
809	1	-473.2123	-462.7892	-10.42315	51640.95	11.49797	0.994412	0.998566	1.00142	1.0056	3.566551
810	0	-463.1004	-458.2254	-4.87504	90508.23	11.59497	0.995778	0.998918	1.00108	1.00423	3.086255
811	1	-465.6936	-459.9901	-5.703518	47205.05	10.116	0.994156	0.9985	1.00149	1.00586	3.095564
812	0	-452.6099	-457.9098	5.299886	87169.5	18.42445	0.995698	0.998897	1.0011	1.00431	2.346426
813	1	-453.2922	-451.9958	-1.296327	24348.33	12.54093	0.991866	0.997908	1.00207	1.00816	2.809409
814	0	-455.6711	-457.7332	2.062074	8167.137	12.45015	0.98597	0.996373	1.00356	1.0141	2.537679
815	1	-454.1539	-450.5608	-3.593066	31569.82	13.07508	0.992855	0.998164	1.00182	1.00716	2.992918
816	0	-456.2937	-463.3856	7.0919	74412.17	14.97328	0.995344	0.998806	1.00119	1.00466	2.245731
817	1	-458.6353	-459.3393	0.7039721	6296.422	14.01194	0.984027	0.995863	1.00405	1.01606	2.675254
818	0	-456.2285	-462.0796	5.851072	54611.03	13.78572	0.994566	0.998605	1.00138	1.00544	2.300664
819	1	-450.4367	-455.1887	4.752049	58325.67	16.47551	0.994742	0.998651	1.00134	1.00527	2.402674
820	0	-471.0538	-467.8789	-3.174812	89485.24	15.08305	0.995754	0.998911	1.00108	1.00425	2.928466
821	1	-443.7962	-449.5128	5.716598	64762.4	18.08116	0.99501	0.99872	1.00127	1.005	2.329077
822	0	-454.3445	-460.53	6.185449	16032.28	13.30186	0.989979	0.997418	1.00255	1.01006	2.256361
823	1	-449.0154	-453.1612	4.145798	47408.1	17.2993	0.994168	0.998503	1.00149	1.00584	2.429417
824	0	-453.4593	-454.387	0.9277094	81146.1	16.14094	0.995541	0.998857	1.00114	1.00447	2.641443
825	1	-447.7668	-449.6484	1.881619	73667.5	14.06849	0.995321	0.9988	1.00119	1.00469	2.591727
826	0	-450.4993	-451.8765	1.377168	45127.97	17.03019	0.994023	0.998465	1.00152	1.00599	2.595793
827	1	-443.0627	-448.9412	5.878509	99283.73	14.55123	0.995969	0.998967	1.00103	1.00404	2.319494
828	0	-465.4997	-459.335	-6.164731	12574.4	11.08485	0.988687	0.997082	1.00287	1.01136	3.18742
829	1	-455.8365	-453.5083	-2.328215	48467.19	14.59838	0.994232	0.998519	1.00147	1.00578	2.88261
830	0	-457.1997	-450.3566	-6.843048	11288.79	14.80504	0.988062	0.996919	1.00303	1.01199	3.183461
831	1	-463.1259	-457.5083	-5.617557	58496.87	11.04044	0.994749	0.998653	1.00134	1.00526	3.136577
832	0	-464.4282	-462.9197	-1.508495	67244.81	13.3828	0.995102	0.998744	1.00125	1.00491	2.835003
833	1	-461.364	-456.1541	-5.209856	45689.42	11.25584	0.99406	0.998475	1.00151	1.00595	3.106886
834	0	-466.6713	-464.1293	-2.54205	4904.362	15.37279	0.981908	0.995306	1.00458	1.01821	2.879088
835	1	-463.584	-466.6478	3.063887	67075.16	15.17732	0.995096	0.998742	1.00125	1.00491	2.514811
836	0	-458.1709	-458.3492	0.1782204	14353.38	13.67026	0.98941	0.99727	1.00269	1.01063	2.711537
837	1	-464.9814	-466.8404	1.859058	94324.59	16.59806	0.995864	0.99894	1.00105	1.00414	2.57606
838	0	-474.2308	-464.5089	-9.721887	69724.69	8.621059	0.99519	0.998766	1.00123	1.00482	3.372643
839	1	-463.4291	-454.1161	-9.312943	64437.57	11.94599	0.994997	0.998717	1.00127	1.00501	3.463549
840	0	-464.7696	-458.9204	-5.849208	54216.62	11.94272	0.994546	0.9986	1.00139	1.00546	3.173583
841	1	-467.5417	-455.1703	-12.37139	28854.02	7.908508	0.992527	0.998079	1.0019	1.00749	3.582313
842	0	-454.8401	-458.7623	3.922269	80904.71	11.54113	0.995535	0.998855	1.00114	1.00447	2.322794
843	1	-470.2579	-461.5102	-8.747625	51343.48	13.14488	0.994396	0.998562	1.00143	1.00562	3.384704
844	0	-454.8954	-455.4132	0.5178287	30862.04	16.4767	0.992774	0.998143	1.00184	1.00724	2.659648
845	1	-455.7039	-452.8107	-2.893195	4433.592	15.71546	0.980975	0.99506	1.00481	1.01915	2.891809
846	0	-453.8656	-458.9786	5.112956	44139.7	14.99342	0.993956	0.998448	1.00154	1.00606	2.378109
847	1	-461.3852	-456.5916	-4.793616	60787.08	13.5194	0.994849	0.998678	1.00131	1.00516	3.078128
848	0	-455.9523	-457.2469	1.294566	85177.1	18.61288	0.995648	0.998884	1.00111	1.00436	2.558251
849	1	-464.9234	-462.6113	-2.312072	55552.69	14.37691	0.994612	0.998617	1.00137	1.0054	2.885377
850	0	-464.1053	-461.2088	-2.896533	11161.25	13.63525	0.987994	0.996901	1.00305	1.01206	2.936802
851	1	-455.9964	-455.6178	-0.3785962	78306.24	15.79728	0.995461	0.998836	1.00116	1.00455	2.730093
852	0	-459.0941	-464.3817	5.287627	77299.23	18.64049	0.995432	0.998829	1.00116	1.00458	2.343212
853	1	-455.3505	-457.1481	1.797575	64510.57	15.61779	0.995	0.998717	1.00127	1.00501	2.59443
854	0	-450.9806	-457.9317	6.951083	30765.64	15.31816	0.992762	0.99814	1.00184	1.00726	2.26081
855	1	-450.3286	-451.7	1.371416	54361.92	11.4518	0.994554	0.998602	1.00139	1.00546	2.5374
856	0	-465.7064	-468.9117	3.205357	51780.38	17.21038	0.99442	0.998568	1.00142	1.00559	2.485369
857	1	-456.6611	-454.3353	-2.325874	66399.77	14.18856	0.995071	0.998736	1.00126	1.00494	2.8892
858	0	-454.8535	-451.2909	-3.562576	68540.56	13.57043	0.995149	0.998756	1.00124	1.00486	2.986469
859	1	-457.133	-450.9675	-6.165582	65088.84	10.90519	0.995022	0.998723	1.00127	1.00499	3.18187
860	0	-456.2414	-450.8816	-5.359808	99767.04	9.214123	0.995979	0.998969	1.00102	1.00403	2.965315
861	1	-465.7331	-457.2309	-8.502148	78848.94	16.58495	0.995477	0.99884	1.00115	1.00453	3.201037
862	0	-458.2034	-453.17	-5.033465	81282.06	11.97177	0.995545	0.998858	1.00114	1.00446	3.105579
863	1	-458.7254	-456.5917	-2.133665	42157.22	14.58832	0.993816	0.998412	1.00157	1.0062	2.869462
864	0	-453.9329	-454.4641	0.5312375	18742.96	21.65091	0.990731	0.997613	1.00236	1.0093	2.492786
865	1	-455.2237	-457.7446	2.520914	55688.13	17.78157	0.994619	0.998619	1.00137	1.00539	2.512882
866	0	-470.7384	-465.7663	-4.972065	8588.482	11.51507	0.986318	0.996464	1.00347	1.01375	3.092863
867	1	-463.7548	-466.0268	2.271999	55322.02	14.83041	0.994601	0.998615	1.00138	1.00541	2.567788
868	0	-457.212	-459.0806	1.868637	4647.622	12.77042	0.981417	0.995176	1.0047	1.01871	2.565713
869	1	-459.8816	-461.2509	1.369329	50405.84	16.6722	0.994344	0.998548	1.00144	1.00567	2.60405
870	0	-452.481	-452.6112	0.1301572	4604.012	14.3294	0.981329	0.995153	1.00472	1.01879	2.715701
871	1	-452.3413	-458.8044	6.463097	34572.54	17.24337	0.993172	0.998246	1.00174	1.00684	2.295858
872	0	-453.5353	-449.9447	-3.590538	80498.74	11.18467	0.995523	0.998852	1.00114	1.00448	2.959897
873	1	-464.2979	-457.595	-6.702873	26720.7	13.54235	0.992235	0.998003	1.00198	1.00779	3.218692
874	0	-464.9714	-458.8744	-6.097016	86281.22	9.537312	0.995676	0.998891	1.0011	1.00433	3.083551
875	1	-459.9106	-450.6612	-9.249419	58612.83	8.14346	0.994755	0.998654	1.00134	1.00526	3.237212
876	0	-464.0256	-464.475	0.4494297	39851.83	17.79273	0.99364	0.998367	1.00162	1.00637	2.62905
877	1	-456.7692	-454.4335	-2.335716	5260.296	14.33211	0.982529	0.995469	1.00442	1.01758	2.887743
878	0	-462.7777	-456.6431	-6.134627	80010.53	10.0211	0.99551	0.998849	1.00114	1.0045	3.13123
879	1	-467.385	-463.5223	-3.862756	37195.27	11.96473	0.993417	0.998309	1.00168	1.0066	3.007661
880	0	-452.893	-452.9526	0.0595734	73479.26	16.34596	0.995315	0.998798	1.00119	1.00469	2.690573
881	1	-464.6886	-461.0853	-3.603266	94094.95	14.27595	0.995859	0.998939	1.00106	1.00415	2.977403
882	0	-460.1073	-461.7401	1.632798	18819.17	17.28862	0.990749	0.997618	1.00235	1.00928	2.574932
883	1	-455.9055	-459.6103	3.704787	70849.74	15.39656	0.995229	0.998776	1.00122	1.00478	2.472719
884	0	-459.3756	-456.3419	-3.033707	84992.24	10.45272	0.995643	0.998883	1.00111	1.00436	2.86242
885	1	-461.962	-466.1103	4.148342	14882.08	18.133	0.9896	0.997319	1.00264	1.01044	2.414806
886	0	-457.2865	-449.8906	-7.395953	55690.74	12.32374	0.994619	0.998619	1.00137	1.00539	3.299273
887	1	-460.1878	-464.4831	4.295356	14471.85	15.84907	0.989454	0.997281	1.00268	1.01059	2.434082
888	0	-456.2655	-452.2912	-3.974341	21800.4	12.86006	0.991404	0.997788	1.00219	1.00862	3.023086
889	1	-454.5464	-452.1195	-2.426918	66702.21	14.39968	0.995083	0.998739	1.00125	1.00493	2.89298
890	0	-465.6412	-457.3014	-8.339774	90070.79	9.477846	0.995768	0.998915	1.00108	1.00424	3.313728
891	1	-466.2956	-461.6994	-4.596112	93316.16	11.81319	0.995842	0.998934	1.00106	1.00416	3.06665
892	0	-454.8698	-454.2294	-0.6403968	27765.77	18.06757	0.992382	0.998041	1.00194	1.00764	2.681119
893	1	-467.7912	-460.2925	-7.498742	74657.06	10.05212	0.995352	0.998808	1.00118	1.00466	3.269261
894	0	-454.6889	-454.6813	-0.007508289	97456.41	15.33597	0.995931	0.998957	1.00104	1.00407	2.714801
895	1	-478.5681	-468.3956	-10.1725	82226.56	12.52849	0.995571	0.998864	1.00113	1.00444	3.517629
896	0	-452.9881	-452.6924	-0.2957806	21147.77	12.19641	0.991273	0.997754	1.00222	1.00875	2.71874
897	1	-459.5375	-453.518	-6.019512	72775.56	13.03586	0.995292	0.998793	1.0012	1.00472	3.179212
898	0	-450.377	-458.4854	8.108354	95172.23	19.30086	0.995883	0.998945	1.00105	1.00412	2.184005
899	1	-458.0446	-454.8788	-3.16581	58300.16	10.38876	0.994741	0.99865	1.00134	1.00527	2.869766
900	0	-444.3109	-451.0252	6.71432	12015.33	14.42582	0.988428	0.997014	1.00294	1.01162	2.258858
901	1	-451.6418	-449.6625	-1.97931	94071.33	12.27441	0.995859	0.998938	1.00106	1.00415	2.858644
902	0	-464.5488	-458.3713	-6.177476	90581.73	10.89422	0.99578	0.998918	1.00108	1.00423	3.182579
903	1	-452.5048	-449.0962	-3.408601	70370.73	17.0377	0.995212	0.998772	1.00122	1.0048	2.876514
904	0	-467.7251	-456.587	-11.13808	79039.54	11.10662	0.995482	0.998842	1.00115	1.00452	3.635805
905	1	-466.7325	-462.5403	-4.192172	70686.22	14.09923	0.995223	0.998775	1.00122	1.00478	3.022776
906	0	-464.1277	-456.0859	-8.041817	17292.21	11.95941	0.99035	0.997515	1.00245	1.00968	3.357001
907	1	-459.8043	-453.9248	-5.87958	77274.33	14.90982	0.995431	0.998828	1.00116	1.00458	3.114457
908	0	-455.469	-450.9466	-4.522318	69810.65	11.87404	0.995193	0.998767	1.00122	1.00481	3.061435
909	1	-461.1914	-456.2844	-4.906998	16464.92	14.34135	0.990111	0.997452	1.00251	1.00992	3.066888
910	0	-455.3722	-455.7827	0.4105402	59142.9	11.3725	0.994778	0.99866	1.00133	1.00523	2.615928
911	1	-462.1068	-459.8754	-2.231377	10054.73	12.73603	0.987352	0.996734	1.00321	1.0127	2.886422
912	0	-464.1875	-458.5704	-5.617062	23211.02	13.57972	0.991669	0.997857	1.00212	1.00836	3.137646
913	1	-457.101	-455.3626	-1.738375	87613.45	16.4341	0.995709	0.9989	1.00109	1.0043	2.79789
914	0	-454.7821	-452.4332	-2.348873	40895.89	12.81923	0.993721	0.998388	1.0016	1.00629	2.896382
915	1	-456.0454	-454.5165	-1.528939	70456.88	13.56197	0.995215	0.998773	1.00122	1.00479	2.83662
916	0	-463.3874	-458.2647	-5.122712	13508.34	10.96742	0.989085	0.997185	1.00277	1.01096	3.088865
917	1	-445.5526	-448.5144	2.961828	24548.02	12.89494	0.991899	0.997916	1.00206	1.00812	2.485081
918	0	-456.1425	-455.985	-0.1574492	20180.69	12.90113	0.991066	0.9977	1.00227	1.00896	2.727101
919	1	-453.6448	-451.4539	-2.190905	45431.84	14.76811	0.994043	0.998471	1.00152	1.00597	2.869976
920	0	-463.6903	-455.2152	-8.475109	93826.18	11.84059	0.995853	0.998937	1.00106	1.00415	3.394714
921	1	-454.0849	-451.1982	-2.886656	32037.31	18.29257	0.992907	0.998177	1.0018	1.00711	2.796217
922	0	-466.0404	-460.7117	-5.328671	81179.53	12.01782	0.995542	0.998857	1.00114	1.00446	3.130574
923	1	-457.0019	-452.082	-4.919862	75136.11	11.0089	0.995367	0.998812	1.00118	1.00464	3.072106
924	0	-456.2183	-454.989	-1.229353	19347.51	17.3932	0.990876	0.997651	1.00232	1.00915	2.737019
925	1	-463.9345	-455.1438	-8.790703	25426.15	15.46379	0.99204	0.997953	1.00202	1.00798	3.280699
926	0	-453.6347	-453.9009	0.2662242	21227.07	16.76329	0.991289	0.997758	1.00221	1.00874	2.667944
927	1	-465.8606	-457.9958	-7.864824	80989.35	10.21603	0.995537	0.998856	1.00114	1.00447	3.314346
928	0	-452.3205	-463.5836	11.26304	72364.17	19.75814	0.995279	0.998789	1.0012	1.00473	2.017755
929	1	-473.8498	-463.941	-9.908788	58871.86	11.61607	0.994766	0.998657	1.00133	1.00524	3.520046
930	0	-444.2675	-450.4567	6.189216	30576.16	15.49523	0.99274	0.998134	1.00185	1.00728	2.312267
931	1	-467.0322	-457.1762	-9.855993	84294.17	12.33596	0.995625	0.998878	1.00111	1.00438	3.498521
932	0	-471.7783	-460.005	-11.77329	35504.37	7.889293	0.993262	0.998269	1.00171	1.00675	3.503072
933	1	-460.3903	-454.1408	-6.249447	83271.61	15.91347	0.995599	0.998871	1.00112	1.00441	3.096503
934	0	-458.029	-454.2073	-3.821702	78280.38	10.81614	0.995461	0.998836	1.00116	1.00455	2.96193
935	1	-457.1306	-454.633	-2.497577	27346.41	15.42463	0.992324	0.998026	1.00195	1.0077	2.874804
936	0	-453.8552	-447.444	-6.411241	61511.07	10.04244	0.99488	0.998686	1.0013	1.00513	3.160381
937	1	-455.9289	-457.0371	1.108149	50834.93	15.85744	0.994368	0.998554	1.00143	1.00564	2.635048
938	0	-474.2149	-459.5986	-14.61628	34151.35	8.958683	0.99313	0.998235	1.00175	1.00689	3.960141
939	1	-466.8225	-465.1674	-1.655117	395.924	10.92747	0.93686	0.98297	1.01559	1.06458	2.769868
940	0	-463.1557	-457.9429	-5.212792	16194.16	11.34606	0.990029	0.997431	1.00253	1.01001	3.109699
941	1	-475.285	-462.5344	-12.7506	71526.85	13.49857	0.995251	0.998782	1.00121	1.00476	3.667972
942	0	-458.1131	-454.9986	-3.114505	27364.47	11.65415	0.992326	0.998027	1.00195	1.00769	2.936412
943	1	-459.6213	-453.0269	-6.594334	48791.67	12.72086	0.994251	0.998524	1.00146	1.00576	3.229238
944	0	-470.2838	-464.1514	-6.13239	73521.94	11.19655	0.995316	0.998799	1.00119	1.00469	3.187452
945	1	-467.3571	-455.2008	-12.15629	7986.267	10.58332	0.985812	0.996331	1.0036	1.01426	3.73471
946	0	-466.655	-461.2523	-5.402763	15151.33	12.91196	0.989692	0.997344	1.00262	1.01035	3.133548
947	1	-454.756	-450.0799	-4.67611	47964.58	14.10514	0.994202	0.998512	1.00148	1.00581	3.056953
948	0	-464.0891	-461.1184	-2.970681	8898.09	14.66747	0.986557	0.996526	1.00341	1.01351	2.925089
949	1	-481.3338	-469.7589	-11.57497	37779.83	14.2913	0.993468	0.998322	1.00166	1.00655	3.534874
950	0	-464.556	-460.5156	-4.040381	28560.25	11.66235	0.992489	0.998069	1.00191	1.00753	3.01607
951	1	-482.6538	-469.0133	-13.64052	36073.75	11.95525	0.993315	0.998283	1.0017	1.0067	3.82535
952	0	-475.0032	-463.4307	-11.57243	96649.17	10.93271	0.995914	0.998953	1.00104	1.00409	3.677366
953	1	-472.0961	-463.5402	-8.555873	39425.45	14.45996	0.993606	0.998358	1.00163	1.00641	3.315788
954	0	-462.5878	-456.8173	-5.770455	57459.25	10.95662	0.994702	0.998641	1.00135	1.00531	3.147539
955	1	-467.4505	-459.2006	-8.249935	35462.04	15.59311	0.993258	0.998268	1.00172	1.00676	3.23905
956	0	-465.3527	-459.5041	-5.848507	98774.82	11.01829	0.995958	0.998964	1.00103	1.00405	3.156772
957	1	-464.1882	-459.6845	-4.503704	5457.03	12.78897	0.982846	0.995553	1.00434	1.01726	3.064623
958	0	-460.8604	-452.0569	-8.803469	69363.23	8.920503	0.995178	0.998763	1.00123	1.00483	3.306694
959	1	-461.7014	-455.2707	-6.430696	11586.43	11.32923	0.988216	0.996959	1.00299	1.01183	3.216744
960	0	-462.7605	-454.2178	-8.542689	36045.8	11.69468	0.993313	0.998282	1.0017	1.0067	3.401872
961	1	-457.2565	-455.9109	-1.345545	76581	12.28196	0.99541	0.998823	1.00117	1.0046	2.807215
