Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1524	0	-461.2655	-455.503	-5.762417	98016.27	11.12964	0.995943	0.99896	1.00103	1.00406	3.152495
1525	1	-459.2838	-451.8736	-7.410173	65211.94	11.00425	0.995027	0.998724	1.00127	1.00498	3.298219
1526	0	-456.1196	-457.2861	1.166521	50810.85	14.01348	0.994367	0.998554	1.00143	1.00564	2.642252
1527	1	-455.6125	-455.9352	0.3226431	20940.89	16.50968	0.99123	0.997743	1.00223	1.0088	2.670724
1528	0	-460.1105	-453.2094	-6.90117	50957.94	12.75642	0.994375	0.998556	1.00143	1.00564	3.252704
1529	1	-462.569	-458.266	-4.303074	96767.91	11.48537	0.995917	0.998953	1.00104	1.00409	3.033911
1530	0	-458.6853	-450.7293	-7.956043	50601.97	10.34307	0.994355	0.998551	1.00144	1.00566	3.32899
1531	1	-460.807	-454.2304	-6.576636	3534.947	11.46193	0.978702	0.994459	1.00538	1.02146	3.231575
1532	0	-448.2259	-450.1613	1.935362	1269.888	19.75359	0.964559	0.990666	1.00888	1.03589	2.489989
1533	1	-462.5779	-459.3979	-3.18003	48923.68	13.36958	0.994259	0.998526	1.00146	1.00575	2.959998
1534	0	-456.9106	-456.8095	-0.1010836	29327.01	10.74554	0.992587	0.998094	1.00189	1.00743	2.61147
1535	1	-459.7771	-456.4669	-3.310193	49520.96	12.97003	0.994294	0.998535	1.00145	1.00572	2.971469
1536	0	-454.2527	-458.0205	3.767853	83828.46	12.97941	0.995613	0.998875	1.00112	1.00439	2.426131
1537	1	-456.4476	-457.2737	0.8261475	74302.97	14.42726	0.995341	0.998805	1.00119	1.00467	2.667024
1538	0	-447.5377	-449.5143	1.976576	6804.214	15.33311	0.984633	0.996022	1.00389	1.01545	2.585448
1539	1	-462.7093	-460.7713	-1.938023	86626.37	13.00256	0.995685	0.998894	1.0011	1.00432	2.865902
1540	0	-452.0601	-454.9451	2.884979	49340.27	14.28886	0.994283	0.998533	1.00146	1.00573	2.523049
1541	1	-449.6238	-451.4259	1.802052	60989.52	15.18631	0.994858	0.998681	1.00131	1.00515	2.597893
1542	0	-461.9003	-456.1909	-5.709427	94805.52	13.38047	0.995875	0.998943	1.00105	1.00413	3.148958
1543	1	-453.9587	-454.5394	0.5806941	42143.27	13.98556	0.993815	0.998412	1.00157	1.0062	2.683968
1544	0	-464.9351	-457.2755	-7.659685	16105.48	15.42736	0.990002	0.997424	1.00254	1.01003	3.209338
1545	1	-468.9994	-462.4677	-6.531652	72196.62	9.139685	0.995273	0.998788	1.0012	1.00473	3.082922
1546	0	-473.2834	-461.5469	-11.73656	59661.67	11.35203	0.994801	0.998666	1.00132	1.00521	3.684536
1547	1	-473.2956	-462.8711	-10.4245	82704.96	14.04771	0.995584	0.998868	1.00113	1.00442	3.467565
1548	0	-462.1805	-455.5938	-6.58674	58830.29	14.03001	0.994764	0.998657	1.00133	1.00525	3.194968
1549	1	-461.5764	-456.491	-5.085394	35203.37	13.98446	0.993233	0.998262	1.00172	1.00678	3.089134
1550	0	-459.5924	-453.8618	-5.730604	97627.59	13.02886	0.995935	0.998958	1.00104	1.00407	3.157163
1551	1	-457.4876	-454.0804	-3.407174	16244.54	15.42628	0.990045	0.997435	1.00253	1.00999	2.933724
1552	0	-471.5169	-462.5992	-8.917635	83357.19	12.12673	0.995601	0.998872	1.00112	1.00441	3.427119
1553	1	-451.5477	-448.014	-3.533673	64022.85	14.70965	0.994981	0.998712	1.00128	1.00503	2.962406
1554	0	-474.0474	-468.433	-5.61442	798.9332	15.22506	0.955394	0.988159	1.01113	1.04532	3.084758
1555	1	-462.3576	-454.2254	-8.132259	15660.63	11.96553	0.989861	0.997387	1.00258	1.01018	3.364493
1556	0	-457.7752	-460.4955	2.720373	30656.32	14.78012	0.99275	0.998136	1.00184	1.00727	2.537447
1557	1	-452.7429	-450.9711	-1.771874	21689.63	15.49246	0.991382	0.997782	1.00219	1.00864	2.826112
1558	0	-463.6165	-451.552	-12.06448	69132.87	10.60006	0.99517	0.998761	1.00123	1.00484	3.725947
1559	1	-457.3205	-452.7316	-4.588941	20594.82	12.98321	0.991157	0.997724	1.00225	1.00887	3.069949
1560	0	-475.4381	-470.7223	-4.715811	66711.7	13.59841	0.995083	0.998739	1.00125	1.00493	3.070929
1561	1	-454.2925	-458.6534	4.360912	96451.59	14.88189	0.99591	0.998952	1.00104	1.0041	2.427394
1562	0	-466.9508	-463.2485	-3.702316	58427.76	15.54304	0.994746	0.998652	1.00134	1.00526	2.949063
1563	1	-453.4834	-449.8573	-3.626136	46463.12	12.85558	0.994109	0.998488	1.0015	1.0059	2.996012
1564	0	-461.2869	-460.5548	-0.7321449	475.8903	11.99608	0.942348	0.984523	1.01428	1.05885	2.747253
1565	1	-456.6432	-456.6936	0.05032182	94659.95	14.20823	0.995872	0.998942	1.00105	1.00413	2.721681
1566	0	-455.5175	-461.2269	5.709342	49148.83	13.88062	0.994272	0.99853	1.00146	1.00574	2.314042
1567	1	-460.2309	-459.5021	-0.7288258	12164.37	20.06192	0.988499	0.997033	1.00292	1.01155	2.613098
1568	0	-448.8342	-450.6882	1.854016	59742.52	20.44505	0.994804	0.998667	1.00132	1.00521	2.471987
1569	1	-453.9873	-455.8049	1.817597	97366.28	15.64378	0.995929	0.998957	1.00104	1.00408	2.592865
1570	0	-464.9816	-456.4406	-8.540991	36419.78	13.79316	0.993347	0.998291	1.00169	1.00667	3.344339
1571	1	-456.1898	-452.2713	-3.918513	94620.18	14.79702	0.995871	0.998942	1.00105	1.00414	2.98615
1572	0	-452.1641	-450.4999	-1.664209	1075.35	14.29048	0.961508	0.989835	1.00963	1.03902	2.841403
1573	1	-459.7561	-452.6628	-7.09333	44562.17	13.32058	0.993985	0.998456	1.00153	1.00603	3.254099
1574	0	-460.3833	-465.714	5.330688	29980.34	16.7146	0.992668	0.998115	1.00187	1.00735	2.366167
1575	1	-456.4976	-453.5848	-2.912879	46391.12	11.52734	0.994105	0.998486	1.0015	1.00591	2.91451
1576	0	-461.1168	-463.6963	2.579546	2116.128	17.6417	0.972505	0.992808	1.00692	1.02777	2.512714
1577	1	-448.7821	-451.5335	2.751403	60932.01	15.34468	0.994855	0.99868	1.00131	1.00515	2.534868
1578	0	-460.283	-460.2391	-0.04389335	99875.86	11.23988	0.995981	0.99897	1.00102	1.00402	2.646796
1579	1	-450.9616	-448.1778	-2.783765	35994.27	16.6199	0.993308	0.998281	1.0017	1.00671	2.85501
1580	0	-465.8148	-462.8446	-2.970199	14980.25	14.17693	0.989634	0.997328	1.00263	1.0104	2.934812
1581	1	-455.4598	-452.469	-2.990756	40596.72	13.91094	0.993698	0.998382	1.0016	1.00632	2.940407
1582	0	-459.6004	-454.3652	-5.235218	70338.33	12.91633	0.995211	0.998772	1.00122	1.0048	3.120522
1583	1	-461.9136	-459.9668	-1.946854	6117.087	14.53098	0.983795	0.995802	1.0041	1.0163	2.857606
1584	0	-453.6717	-452.9917	-0.680046	74383.58	15.6049	0.995343	0.998806	1.00119	1.00466	2.753341
1585	1	-464.1508	-457.6048	-6.545968	81636.68	16.25036	0.995555	0.99886	1.00113	1.00445	3.099265
1586	0	-446.206	-447.4781	1.272133	56427.71	14.1042	0.994654	0.998628	1.00136	1.00536	2.635241
1587	1	-461.9909	-455.7342	-6.256756	23138.65	11.01807	0.991656	0.997853	1.00212	1.00837	3.193817
1588	0	-458.2173	-457.6118	-0.6054475	61355.69	13.13685	0.994873	0.998685	1.00131	1.00514	2.765191
1589	1	-458.0909	-458.6685	0.5776685	96117.45	13.04836	0.995903	0.99895	1.00104	1.0041	2.673392
1590	0	-464.2085	-459.2538	-4.954649	51663.26	11.47334	0.994413	0.998566	1.00142	1.0056	3.090347
1591	1	-462.8296	-461.805	-1.024611	43641.42	13.91836	0.993922	0.998439	1.00155	1.00609	2.799041
1592	0	-455.0123	-453.2299	-1.782374	89991.01	12.39553	0.995766	0.998915	1.00108	1.00424	2.845348
1593	1	-455.3346	-454.3916	-0.9429519	48041.25	14.5968	0.994207	0.998513	1.00148	1.00581	2.787737
1594	0	-460.6368	-450.2316	-10.40521	11394.49	8.414406	0.988117	0.996933	1.00302	1.01193	3.423372
1595	1	-468.7256	-458.9739	-9.751787	79398.73	13.51718	0.995493	0.998844	1.00115	1.00451	3.444974
1596	0	-457.9079	-450.1792	-7.728729	80005.51	13.39916	0.99551	0.998849	1.00114	1.0045	3.299261
1597	1	-461.6783	-455.6993	-5.978992	95741.89	11.34679	0.995895	0.998948	1.00105	1.00411	3.177244
1598	0	-469.7796	-460.9212	-8.858411	86754.82	19.54665	0.995688	0.998894	1.0011	1.00432	3.048584
1599	1	-450.6049	-450.4281	-0.1767819	40439.04	15.5879	0.993686	0.998378	1.00161	1.00633	2.721409
1600	0	-479.0817	-464.2027	-14.87904	3273.172	8.673771	0.977871	0.994238	1.00559	1.0223	3.974314
1601	1	-462.3303	-455.1199	-7.210403	47941.27	11.28391	0.994201	0.998511	1.00148	1.00581	3.285002
1602	0	-463.4668	-456.7051	-6.761744	38958.29	15.79043	0.993567	0.998348	1.00164	1.00645	3.13448
1603	1	-462.0974	-460.273	-1.824461	90661.19	15.69295	0.995782	0.998919	1.00108	1.00422	2.824396
1604	0	-456.8119	-451.6622	-5.149673	46639.28	11.03157	0.99412	0.998491	1.0015	1.00589	3.093859
1605	1	-459.4646	-455.9409	-3.523712	87330.49	14.79124	0.995702	0.998898	1.0011	1.0043	2.959621
1606	0	-474.5224	-467.7921	-6.730298	88767.55	10.82973	0.995737	0.998907	1.00109	1.00427	3.231291
1607	1	-455.9261	-456.4579	0.5317356	46012.18	13.62458	0.99408	0.99848	1.00151	1.00593	2.685279
1608	0	-450.9179	-452.9308	2.012833	82164.49	16.76879	0.995569	0.998864	1.00113	1.00444	2.563647
1609	1	-453.2559	-453.9797	0.7238286	14279.53	15.14647	0.989383	0.997263	1.0027	1.01066	2.669328
1610	0	-462.1924	-463.3454	1.15301	51720.18	12.84604	0.994416	0.998567	1.00142	1.00559	2.623984
1611	1	-457.4015	-458.0914	0.6898884	65845.45	14.06375	0.995051	0.99873	1.00126	1.00496	2.676423
1612	0	-463.8717	-468.8	4.92828	90613.88	19.59598	0.995781	0.998918	1.00108	1.00423	2.342133
1613	1	-458.9799	-462.0741	3.094274	4792.996	20.75934	0.9817	0.995251	1.00463	1.01842	2.401919
1614	0	-457.9709	-456.9833	-0.9875973	32059.19	16.83608	0.99291	0.998178	1.0018	1.00711	2.740569
1615	1	-455.1372	-461.8594	6.722224	28724.78	17.01416	0.99251	0.998074	1.00191	1.00751	2.282004
1616	0	-454.5949	-458.4875	3.892552	54654.92	13.91819	0.994568	0.998606	1.00138	1.00544	2.445751
1617	1	-455.0893	-456.667	1.577715	87967.51	17.21405	0.995718	0.998902	1.00109	1.00429	2.579857
1618	0	-457.4908	-460.6324	3.141613	35890.81	16.31554	0.993298	0.998278	1.00171	1.00672	2.50238
1619	1	-450.7478	-453.2984	2.550584	67118.97	18.6423	0.995098	0.998743	1.00125	1.00491	2.489997
1620	0	-460.8049	-461.6159	0.8109562	7861.928	16.49146	0.985701	0.996302	1.00363	1.01437	2.64154
1621	1	-457.0541	-455.9185	-1.135635	39619.27	10.26887	0.993621	0.998362	1.00162	1.00639	2.661561
1622	0	-470.3325	-464.9999	-5.332595	69920.23	18.25812	0.995197	0.998768	1.00122	1.00481	2.931601
1623	1	-456.0073	-457.5471	1.539797	94008.44	12.4422	0.995857	0.998938	1.00106	1.00415	2.579301
1624	0	-448.6302	-450.7363	2.106136	24347.43	14.70663	0.991866	0.997908	1.00207	1.00816	2.578995
1625	1	-457.505	-451.434	-6.071059	477.8138	17.03296	0.942463	0.984555	1.01425	1.05873	3.033013
1626	0	-459.1446	-456.7837	-2.360911	19918.63	13.01905	0.991008	0.997685	1.00229	1.00902	2.898492
1627	1	-457.6427	-451.7012	-5.941443	24427.57	11.00551	0.991879	0.997911	1.00207	1.00814	3.164791
1628	0	-454.3293	-455.1537	0.8244496	82750.91	12.36431	0.995585	0.998868	1.00113	1.00442	2.633841
1629	1	-448.6317	-451.9488	3.317112	55059.67	17.00129	0.994588	0.998611	1.00138	1.00542	2.482344
1630	0	-449.1707	-448.1719	-0.9988026	94603.56	14.06077	0.99587	0.998941	1.00105	1.00414	2.796514
1631	1	-459.6927	-460.2498	0.5571035	37652.93	18.08597	0.993457	0.998319	1.00167	1.00656	2.614284
1632	0	-452.5542	-453.2566	0.7024153	23879.34	13.54698	0.991786	0.997887	1.00209	1.00824	2.671921
1633	1	-459.0225	-459.5103	0.4877987	11799.36	14.17001	0.988323	0.996987	1.00296	1.01173	2.690894
1634	0	-466.122	-460.5999	-5.522135	8688.464	12.60192	0.986396	0.996484	1.00345	1.01367	3.145959
1635	1	-449.6287	-454.0771	4.44844	46961.41	15.8519	0.994141	0.998496	1.00149	1.00587	2.424416
1636	0	-472.1268	-461.2795	-10.84731	5054.9	9.757458	0.982179	0.995377	1.00451	1.01793	3.592194
1637	1	-456.0685	-457.0078	0.9392621	55725.47	15.72278	0.994621	0.99862	1.00137	1.00539	2.647832
1638	0	-467.3788	-460.8149	-6.563894	48182.07	10.87214	0.994215	0.998515	1.00147	1.0058	3.21734
1639	1	-468.8214	-464.6048	-4.216583	13814.21	12.23253	0.989206	0.997217	1.00274	1.01084	3.040555
1640	0	-452.4398	-448.5933	-3.846479	15641.77	13.31282	0.989855	0.997386	1.00258	1.01018	3.010429
1641	1	-473.1139	-467.569	-5.544879	60479.34	10.02813	0.994836	0.998675	1.00132	1.00517	3.072953
1642	0	-462.0222	-455.8777	-6.144508	99878.05	9.173188	0.995981	0.99897	1.00102	1.00402	3.045082
1643	1	-471.2418	-460.5958	-10.64602	27899.41	9.310791	0.9924	0.998046	1.00193	1.00762	3.54616
1644	0	-449.6417	-447.7974	-1.844366	77604.8	15.76041	0.995441	0.998831	1.00116	1.00457	2.823872
1645	1	-454.303	-448.4951	-5.807982	35350.73	12.46166	0.993248	0.998265	1.00172	1.00677	3.169733
1646	0	-455.7929	-455.7247	-0.06824009	19290.34	10.46494	0.990863	0.997648	1.00232	1.00917	2.580049
1647	1	-464.5648	-459.1327	-5.432152	22914.21	11.07267	0.991615	0.997843	1.00213	1.00841	3.120914
1648	0	-449.7806	-445.9818	-3.798772	80972.55	13.32177	0.995537	0.998856	1.00114	1.00447	3.006759
1649	1	-460.6601	-457.9158	-2.744279	23.3077	14.77973	0.750361	0.921069	1.05448	1.27409	2.907185
1650	0	-453.5804	-450.7527	-2.82772	84496.72	13.46405	0.995631	0.99888	1.00111	1.00438	2.933101
1651	1	-461.956	-458.6175	-3.338497	1.735417	18.32199	0.259508	0.623566	1.0617	2.05522	2.819663
1652	0	-456.0827	-454.2664	-1.816284	67813.45	13.38275	0.995123	0.998749	1.00124	1.00489	2.858002
1653	1	-451.5559	-452.0115	0.4555836	1.456241	13.75239	0.218483	0.581107	1.04775	2.15267	2.691838
1654	0	-463.3419	-462.0358	-1.306105	11822.44	14.868	0.988334	0.99699	1.00296	1.01171	2.808429
1655	1	-446.6825	-445.0779	-1.604613	2.364544	14.37511	0.333226	0.688914	1.07691	1.90095	2.836192
1656	0	-476.1252	-462.2522	-13.87297	53080.01	14.72752	0.994488	0.998585	1.0014	1.00552	3.663988
1657	1	-468.4634	-461.2108	-7.252601	99403.37	11.8873	0.995971	0.998967	1.00103	1.00403	3.291327
1658	0	-480.0491	-465.0373	-15.01184	15508.13	13.56692	0.989811	0.997375	1.00259	1.01023	3.830421
1659	1	-461.6345	-461.5372	-0.09724574	97800.48	12.32365	0.995938	0.998959	1.00104	1.00407	2.707023
1660	0	-466.0327	-461.9829	-4.049789	74309.92	13.82148	0.995341	0.998805	1.00119	1.00467	3.018217
1661	1	-463.4154	-459.5209	-3.894457	37337.85	11.97499	0.993429	0.998312	1.00167	1.00659	3.010495
1662	0	-456.2925	-456.4817	0.1892333	74017.83	12.51419	0.995332	0.998803	1.00119	1.00468	2.690136
1663	1	-440.9938	-445.9163	4.922496	21695.3	15.60079	0.991383	0.997783	1.00219	1.00864	2.394307
1664	0	-464.6263	-457.1807	-7.445644	48645.55	13.11916	0.994243	0.998522	1.00147	1.00577	3.286368
1665	1	-457.5241	-461.2544	3.730299	79781.67	17.53394	0.995503	0.998847	1.00115	1.0045	2.449429
1666	0	-454.1377	-450.3722	-3.765485	43676.27	12.53309	0.993924	0.99844	1.00155	1.00609	3.006257
1667	1	-466.1911	-466.2315	0.04043144	35705.56	12.31518	0.993281	0.998274	1.00171	1.00673	2.695554
1668	0	-452.4359	-455.3673	2.931442	61072.2	13.0804	0.994861	0.998682	1.00131	1.00515	2.494094
1669	1	-453.6657	-455.9968	2.33104	88047.49	13.36836	0.99572	0.998903	1.00109	1.00429	2.547759
1670	0	-456.4829	-455.8515	-0.6314758	40956.58	14.60854	0.993726	0.998389	1.0016	1.00629	2.766271
1671	1	-472.811	-470.1507	-2.660343	91977.31	12.82408	0.995812	0.998926	1.00107	1.00419	2.920708
1672	0	-448.8746	-449.6649	0.7902682	93305.47	13.88991	0.995842	0.998934	1.00106	1.00416	2.668482
1673	1	-468.2592	-466.2119	-2.047327	53978.61	13.82597	0.994534	0.998597	1.00139	1.00548	2.873302
1674	0	-448.3638	-449.034	0.6702219	10693.45	14.96649	0.987735	0.996834	1.00311	1.01232	2.674668
1675	1	-451.0936	-450.4562	-0.6374103	34512.39	14.21118	0.993166	0.998244	1.00174	1.00685	2.770067
1676	0	-466.6302	-464.0495	-2.580704	45395.16	11.32623	0.99404	0.99847	1.00152	1.00597	2.876772
1677	1	-455.1377	-456.5186	1.380868	53603.76	16.57359	0.994515	0.998592	1.0014	1.0055	2.605362
1678	0	-457.6548	-458.3351	0.6803099	14582.68	17.37721	0.989494	0.997292	1.00267	1.01055	2.627657
1679	1	-465.2742	-462.6296	-2.644616	80611.31	16.0741	0.995527	0.998853	1.00114	1.00448	2.864915
1680	0	-459.4856	-455.5606	-3.924988	42405.95	12.30695	0.993834	0.998417	1.00157	1.00618	3.017473
1681	1	-455.3733	-453.3711	-2.002169	64326.73	11.29104	0.994993	0.998715	1.00128	1.00502	2.823824
1682	0	-456.8704	-451.9386	-4.931818	48078.83	10.67793	0.994209	0.998513	1.00147	1.0058	3.05744
1683	1	-460.5927	-455.4359	-5.156865	87166.12	12.88006	0.995698	0.998897	1.0011	1.00431	3.114838
1684	0	-455.1622	-456.6295	1.467363	4896.824	17.71191	0.981894	0.995302	1.00458	1.01822	2.573948
1685	1	-466.767	-467.6911	0.9240858	45437.87	12.59121	0.994043	0.998471	1.00152	1.00597	2.634075
1686	0	-451.758	-453.6928	1.934747	82306.04	15.44373	0.995573	0.998865	1.00113	1.00443	2.587289
1687	1	-455.9841	-455.6421	-0.3420254	13382.64	17.87762	0.989034	0.997172	1.00279	1.01101	2.670803
1688	0	-446.0923	-450.7088	4.616478	99756.12	18.95236	0.995978	0.998969	1.00103	1.00403	2.372669
1689	1	-447.3679	-446.3327	-1.035171	67956.99	16.32786	0.995128	0.99875	1.00124	1.00488	2.758043
1690	0	-449.5068	-452.326	2.81918	76227.38	11.75586	0.9954	0.99882	1.00117	1.00461	2.434839
1691	1	-461.6476	-455.5918	-6.055825	14564.48	11.86036	0.989487	0.99729	1.00267	1.01055	3.190509
1692	0	-449.4819	-449.8408	0.3589321	20225.27	13.60783	0.991076	0.997703	1.00227	1.00895	2.697823
1693	1	-456.8991	-457.7564	0.8573257	28624.62	14.49537	0.992497	0.998071	1.00191	1.00752	2.664724
1694	0	-442.6463	-445.2202	2.573915	21498.84	15.08115	0.991344	0.997772	1.0022	1.00868	2.547331
1695	1	-447.2791	-447.1105	-0.1686438	95996.42	17.19134	0.9959	0.998949	1.00104	1.00411	2.681965
1696	0	-454.4786	-459.3402	4.861538	92475.85	17.77587	0.995823	0.998929	1.00106	1.00418	2.381338
1697	1	-457.3578	-455.8096	-1.548179	81170.6	14.48604	0.995542	0.998857	1.00114	1.00447	2.830803
1698	0	-455.6139	-458.9585	3.344636	86121.42	22.86545	0.995672	0.99889	1.0011	1.00433	2.324579
1699	1	-449.0476	-449.5258	0.4781164	71748.12	14.39827	0.995259	0.998784	1.00121	1.00475	2.691241
1700	0	-456.6043	-462.1681	5.563834	4319.446	15.39165	0.980726	0.994994	1.00487	1.01941	2.351939
1701	1	-468.1088	-457.0005	-11.10826	70638.56	11.95239	0.995221	0.998774	1.00122	1.00479	3.61363
1702	0	-460.513	-465.8853	5.372206	39922.99	16.35295	0.993646	0.998368	1.00162	1.00637	2.365537
1703	1	-472.4097	-464.8187	-7.59104	12263.83	13.60173	0.988545	0.997045	1.00291	1.0115	3.282253
1704	0	-455.0178	-454.7448	-0.2729258	22844.58	12.87187	0.991603	0.997839	1.00214	1.00842	2.735494
1705	1	-460.9095	-458.3844	-2.525121	5369.724	13.31272	0.982707	0.995516	1.00438	1.0174	2.911175
1706	0	-457.797	-455.9224	-1.87456	39895.88	15.16115	0.993643	0.998367	1.00162	1.00637	2.840555
1707	1	-469.0252	-463.3522	-5.673032	25260.68	8.834964	0.992014	0.997946	1.00203	1.00801	2.941607
1708	0	-458.9786	-453.4899	-5.488734	3756.584	15.95765	0.979338	0.994627	1.00522	1.02081	3.046829
1709	1	-454.2565	-453.7889	-0.4676493	9095.194	16.44548	0.986703	0.996564	1.00337	1.01336	2.720272
1710	0	-460.4649	-451.6562	-8.808695	30350.98	18.0604	0.992713	0.998127	1.00185	1.00731	3.133638
1711	1	-472.5426	-461.5422	-11.00034	82323.1	11.12586	0.995573	0.998865	1.00113	1.00443	3.62317
1712	0	-477.4205	-465.8325	-11.58798	47579.77	10.53264	0.994179	0.998506	1.00148	1.00583	3.681
1713	1	-462.5375	-461.6546	-0.8829153	66129.48	12.83235	0.995061	0.998733	1.00126	1.00495	2.782245
1714	0	-473.0701	-464.3933	-8.676816	707.1587	11.55279	0.952613	0.98739	1.0118	1.0482	3.414398
1715	1	-468.0363	-468.2348	0.1984897	47471.44	12.78147	0.994172	0.998504	1.00148	1.00584	2.696766
1716	0	-462.4337	-455.8594	-6.574283	89697.05	14.7349	0.995759	0.998913	1.00108	1.00425	3.168113
1717	1	-460.8514	-467.3585	6.507046	24379.49	14.43352	0.991871	0.997909	1.00207	1.00815	2.273423
1718	0	-465.3089	-459.4162	-5.892687	74489.28	12.45228	0.995347	0.998807	1.00119	1.00466	3.176594
1719	1	-450.7422	-455.6159	4.873666	48452.16	16.45959	0.994231	0.998519	1.00147	1.00578	2.395395
1720	0	-455.1932	-453.3349	-1.858293	30521.82	14.02168	0.992734	0.998132	1.00185	1.00729	2.858025
1721	1	-460.467	-457.2966	-3.170418	2391.956	15.2704	0.974131	0.993243	1.00652	1.02611	2.92294
1722	0	-451.5987	-451.6139	0.01513705	10058.26	13.0605	0.987354	0.996734	1.00321	1.0127	2.716711
1723	1	-457.6275	-457.8253	0.1978857	60193.43	13.99864	0.994824	0.998672	1.00132	1.00519	2.711357
1724	0	-457.9131	-455.2243	-2.688843	38624.35	13.14609	0.99354	0.998341	1.00164	1.00648	2.92378
1725	1	-466.6234	-461.3642	-5.259263	49909.87	11.97234	0.994316	0.998541	1.00145	1.0057	3.124444
1726	0	-469.7559	-459.6982	-10.05772	74140.68	9.913678	0.995336	0.998804	1.00119	1.00467	3.518479
1727	1	-452.2843	-455.6808	3.39644	15626.87	15.00246	0.98985	0.997385	1.00258	1.01019	2.492618
1728	0	-459.0166	-462.9879	3.971331	60338.78	14.08498	0.99483	0.998674	1.00132	1.00518	2.443504
1729	1	-456.4586	-449.6408	-6.817799	14234.03	11.45924	0.989366	0.997259	1.0027	1.01067	3.252586
1730	0	-471.9811	-464.5018	-7.479316	43951.83	10.19723	0.993943	0.998445	1.00154	1.00607	3.275614
1731	1	-454.8143	-453.53	-1.284296	89439.33	18.26051	0.995753	0.998911	1.00108	1.00425	2.709789
1732	0	-470.0859	-462.1251	-7.960829	81331.99	13.89838	0.995546	0.998858	1.00113	1.00446	3.298181
1733	1	-466.2137	-456.031	-10.18276	58459.4	7.910079	0.994748	0.998652	1.00134	1.00526	3.305902
1734	0	-468.8975	-459.578	-9.319494	34947.01	10.55545	0.993209	0.998255	1.00173	1.00681	3.466105
1735	1	-464.7684	-460.4888	-4.27954	63111.25	11.38367	0.994945	0.998703	1.00129	1.00506	3.028701
1736	0	-463.8682	-457.0261	-6.842047	88798.88	7.978788	0.995738	0.998907	1.00109	1.00427	2.901455
1737	1	-457.856	-452.1827	-5.673318	515.1282	16.54037	0.944564	0.985146	1.01374	1.05655	3.032506
1738	0	-459.6698	-455.5927	-4.077122	31557.71	12.97818	0.992854	0.998163	1.00182	1.00716	3.030555
1739	1	-460.356	-453.139	-7.217012	36195.54	10.44846	0.993327	0.998286	1.0017	1.00669	3.262444
1740	0	-461.5463	-458.7626	-2.78371	32327.47	11.01951	0.992939	0.998185	1.0018	1.00708	2.878687
1741	1	-465.6962	-458.3459	-7.350341	13007.54	11.48885	0.988877	0.997131	1.00282	1.01117	3.29925
1742	0	-457.9868	-458.2459	0.2590295	74408.92	13.3748	0.995344	0.998806	1.00119	1.00466	2.702832
1743	1	-454.3335	-447.2382	-7.095329	25893.66	12.29044	0.992112	0.997971	1.00201	1.00791	3.275268
1744	0	-475.8669	-467.032	-8.834915	57655.48	11.2129	0.994711	0.998643	1.00135	1.0053	3.428868
1745	1	-473.3806	-460.6971	-12.68348	84982.7	9.709224	0.995643	0.998883	1.00111	1.00436	3.779223
1746	0	-457.0411	-448.8056	-8.235518	41689.79	12.21766	0.993781	0.998403	1.00158	1.00623	3.369362
1747	1	-472.0064	-463.533	-8.47344	44240.81	12.28026	0.993963	0.99845	1.00154	1.00605	3.387604
1748	0	-467.6399	-458.6466	-8.993325	34212.39	10.33019	0.993136	0.998236	1.00175	1.00688	3.428857
1749	1	-464.0886	-452.8991	-11.18945	95454.47	11.81617	0.995889	0.998946	1.00105	1.00412	3.624694
1750	0	-456.3208	-452.4697	-3.851156	94595.56	12.4516	0.99587	0.998941	1.00105	1.00414	3.012642
1751	1	-460.8239	-449.7748	-11.04912	24288.78	12.05844	0.991856	0.997905	1.00207	1.00817	3.605222
1752	0	-471.6292	-464.051	-7.578247	85564.62	11.9406	0.995658	0.998887	1.00111	1.00435	3.318376
1753	1	-466.2632	-462.8379	-3.425354	15670.37	16.29908	0.989864	0.997388	1.00258	1.01017	2.905474
1754	0	-460.3129	-463.5427	3.229858	90322.74	17.95174	0.995774	0.998917	1.00108	1.00423	2.469427
1755	1	-467.5736	-463.2358	-4.337807	80046.04	14.63728	0.995511	0.998849	1.00114	1.0045	3.019164
1756	0	-451.6986	-449.9981	-1.700457	30470.5	16.83864	0.992728	0.998131	1.00185	1.00729	2.782826
1757	1	-466.4134	-459.3183	-7.095144	34661.97	12.11719	0.993181	0.998248	1.00174	1.00684	3.276906
1758	0	-466.7936	-460.5695	-6.224063	37719.36	10.52696	0.993463	0.998321	1.00166	1.00655	3.171452
1759	1	-476.4083	-465.5867	-10.82158	17308.24	9.486972	0.990355	0.997516	1.00245	1.00968	3.576109
1760	0	-458.2456	-458.1467	-0.09894874	17577.74	18.73259	0.990429	0.997535	1.00243	1.0096	2.629046
1761	1	-459.2186	-455.8543	-3.364317	96235.82	10.05945	0.995906	0.99895	1.00104	1.0041	2.858705
1762	0	-454.2072	-454.1687	-0.0384975	14988.33	15.98221	0.989637	0.997329	1.00263	1.0104	2.704766
1763	1	-465.5869	-459.6432	-5.943651	80105.73	15.92377	0.995513	0.998849	1.00114	1.00449	3.076833
1764	0	-450.1282	-451.5379	1.409696	20315.99	14.85984	0.991096	0.997708	1.00226	1.00893	2.625805
